airline_sentiment,text,geographic_location,ethnicity,age,device
positive,@united stay warm - I will be passing through Chicago next week,"Aurora, CO",African American,24,tablet
neutral,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”,"Philadelphia, PA",Hispanic,28,mobile
positive,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?,"Los Angeles, CA",Caucasian,42,laptop
negative,@SouthwestAir sure did. Also read on there that Southwest doesn't believe it is liable for the incident. How is it my fault that SW lost it?,"Colorado Springs, CO",African American,24,laptop
positive,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,"Norfolk, VA",African American,44,mobile
negative,@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8,"Phoenix, AZ",Asian,45,laptop
negative,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.,"Charlotte, NC",African American,36,tablet
negative,"@united Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there.","Charlotte, NC",Hispanic,44,mobile
neutral,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?,"Kansas City, MO",Hispanic,44,tablet
negative,@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr,"Cincinnati, OH",Hispanic,18,tablet
negative,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,"Reno, NV",Caucasian,33,tablet
neutral,"@SouthwestAir ha, ha not a make or break for me either way!","Santa Ana, CA",Hispanic,45,mobile
positive,@JetBlue Longing to look into the blue eyes. #firstlove,"Memphis, TN",Asian,35,tablet
negative,@united I'm not booked on a 1:30 return flight..,"Hialeah, FL",Hispanic,33,laptop
negative,@SouthwestAir Weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. Over it.,"Detroit, MI",African American,36,laptop
positive,@united love the new 1st class breakfast!,"Colorado Springs, CO",African American,36,mobile
negative,@AmericanAir will not let me reuse my ticket.  Thus I have booked my vacation with Delta!  Never flying on American again......,"Saint Paul, MN",Caucasian,51,mobile
positive,“@united: Looking for a reason to travel? #quote http://t.co/GGuIg3t28z”,"Raleigh, NC",Hispanic,35,tablet
negative,@united what is the problem with your flights to ny today,"Jersey City, NJ",Hispanic,34,tablet
positive,@JetBlue you bet:),"Phoenix, AZ",Caucasian,34,tablet
negative,"@SouthwestAir no need, I know the status, you Cancelled Flightled instead of delaying the flight.","Winston-Salem, NC",African American,65,tablet
neutral,@SouthwestAir is service to Aruba being permanently discontinued in August?,"Toledo, OH",African American,65,tablet
neutral,@SouthwestAir especially if it's your mom! #IChangedYourDiaper,"Durham, NC",African American,26,mobile
negative,"@united, link to current status of flights/airports? Fly BWI-EWR-MCO this morning yet can't yet tell what any problems are except see snow.","Detroit, MI",Hispanic,49,laptop
neutral,"@JetBlue Tell me more 😳...

Because I need a 1 way to NYC, and I might choose you","Newark, NJ",Caucasian,49,tablet
positive,@united No problem just follow me back so I can! Thank you!,"Laredo, TX",Caucasian,33,laptop
negative,"@AmericanAir No, it wouldn't let me complete transaction because it was one way from Barbados to NYC","Memphis, TN",Hispanic,55,mobile
negative,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,"Philadelphia, PA",Hispanic,42,tablet
neutral,@USAirways can they change to correct last name? Did via reservations already but said can't change ticket name..,"Corpus Christi, TX",Native American,18,laptop
negative,@USAirways I can't wait for the @nytimes and @WSJ to find out how poorly @USAirways handled this situation. #shameful http://t.co/HHOxQPsUbA,"Virginia Beach, VA",African American,64,tablet
positive,@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR,"Toledo, OH",Hispanic,35,laptop
negative,@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.,"Fresno, CA",Hispanic,44,laptop
negative,"@USAirways between 3 of us, it is costing over $1000 to get home TODAY for no reason... Where do I send my receipts to be reimbursed?","Madison, WI",Hispanic,50,mobile
negative,"@JetBlue what maintenance?  The flight landed from Jamaica, has to go through security then get to term 3 then cleaned then board","Wichita, KS",Hispanic,23,tablet
neutral,@JetBlue I did get the email. Thought i wasn't supposed to reply to those😂,"Atlanta, GA",Asian,51,tablet
negative,@AmericanAir you called back just to put me on hold. It's midnight. Literally just want to know how I'm getting home and I'm getting no help,"Kansas City, MO",Hispanic,30,mobile
negative,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic","Omaha, NE",Hispanic,50,laptop
negative,@united Without baggage for 5 days and can't get an update from Houston airport since Monday. Worst service ever!,"Minneapolis, MN",African American,44,laptop
negative,@USAirways thanks for letting me know of the 12 hour delay and 2 hours on hold ?,"San Diego, CA",Hispanic,49,laptop
neutral,@united It appears there are six flights to Calgary tomorrow is this correct?,"Orlando, FL",Caucasian,44,mobile
positive,"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!","Akron, OH",African American,31,mobile
positive,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D","St. Louis, MO",Hispanic,47,laptop
negative,"@AmericanAir today, after 6 yrs., no longer my preferred airline.","Chula Vista, CA",Hispanic,39,laptop
positive,@AmericanAir These are some awesome photos. Thanks for sharing! 😁,"St. Petersburg, FL",Hispanic,33,mobile
negative,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!","Dallas, TX",Asian,15,tablet
negative,@united thanks! Makes sense. Just annoying that it can't be determined better.,"Charlotte, NC",Hispanic,41,laptop
negative,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?","Toledo, OH",Asian,43,mobile
negative,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem,"Corpus Christi, TX",Hispanic,20,laptop
negative,@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime,"Lexington, KY",Hispanic,56,laptop
negative,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,"Riverside, CA",Caucasian,54,tablet
negative,@JetBlue thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.,"Charlotte, NC",Caucasian,45,tablet
neutral,@JetBlue When are you guys doing a dualcam with @RedReserve ?,"Aurora, CO",African American,64,mobile
neutral,@JetBlue  I see my flight from Boston to Pitts is ok from this afternoon. Did you have any delays for the morning flight?,"Fort Wayne, IN",Caucasian,15,laptop
neutral,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,"San Diego, CA",Hispanic,50,tablet
neutral,@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,"Aurora, CO",Hispanic,55,mobile
negative,@SouthwestAir My luggage has still not been found. Luggage is not scanned until final destination. So no way of knowing where it is!,"Charlotte, NC",African American,61,tablet
negative,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.","Sacramento, CA",Hispanic,37,laptop
negative,Reply to @united - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,"Charlotte, NC",African American,37,laptop
neutral,"@SouthwestAir $192 rndtrp 4/30-5/5 ""@DJQ_KC: RT @djimpact: If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight""","Las Vegas, NV",Caucasian,65,mobile
negative,@USAirways was on the phone for over an hour waiting without an answer. 😩,"Jersey City, NJ",Hispanic,36,mobile
negative,@AmericanAir You moved us onto 6.55pm but there is availability on 1.50 and 3.30.   No answer on your phone. Have young children.  HELP!,"Los Angeles, CA",African American,51,mobile
negative,@AmericanAir you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!,"Minneapolis, MN",Hispanic,27,laptop
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/Hez4jk4ZsK” ~huh?,"Sacramento, CA",Hispanic,49,laptop
negative,@JetBlue C'mon now. My flight's delayed annnnnd you can't give me a pick?!? I'm about to tweet at @united or @Delta .......,"Chicago, IL",Caucasian,61,tablet
neutral,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E,"Columbus, OH",Native American,63,laptop
negative,@JetBlue over 2 hour delay going from NYC to Denver! Come on man!,"Saint Paul, MN",Caucasian,15,laptop
negative,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible","Omaha, NE",African American,64,laptop
negative,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,"San Antonio, TX",African American,59,laptop
neutral,@USAirways any chance of making #561?,"Hialeah, FL",Hispanic,30,mobile
neutral,@united any plans of restating nonstop service between IAD and South Florida?  We miss our flights to FLL.,"Dallas, TX",Hispanic,36,mobile
neutral,@JetBlue I would like the actual email address so I can follow up. thank you.,"Oklahoma City, OK",Caucasian,30,mobile
negative,@USAirways I have been on hold for 4 hours my flight is tomorrow do you really expect me to not sleep all night to stay on hold?!?,"Chula Vista, CA",African American,55,laptop
negative,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,"Durham, NC",African American,49,laptop
neutral,@AmericanAir  @SouthwestAir  — Y'all will like this one. http://t.co/hF8aJZ4ffl,"Charlotte, NC",Caucasian,36,tablet
negative,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,"Pittsburgh, PA",African American,36,mobile
negative,@usairways we've been on hold for 2 hours trying to reschedule our Cancelled Flightled flight. Can anyone out there please help us?,"Reno, NV",Caucasian,64,mobile
neutral,@JetBlue @weepysweetmonty i heard youre planning on letting people fly in the overhead compartments. why would you do that?,"Toledo, OH",Caucasian,64,tablet
